,Product_Name,Product_Cost,Manufacture_Date,Expiry_Date,SKU,Store_Name,Store_Address,Region,Sale_Date,Quantity_Sold,Product_Amount,Product_Measure,Product_Volume,Manufacturer,Expired_days,days2sale
603229,Молоко,337.6,2023-12-22 21:32:33,2023-12-27 21:32:33,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-12-24 21:32:33,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",3,2
603388,Молоко,311.6,2024-08-11 10:40:45,2024-08-16 10:40:45,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-08-15 10:40:45,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",1,4
603398,Молоко,77.4,2022-07-13 17:38:58,2022-07-18 17:38:58,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-07-17 17:38:58,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",1,4
603473,Молоко,138.0,2021-12-10 11:15:56,2021-12-15 11:15:56,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-12-14 11:15:56,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
603484,Молоко,315.6,2024-10-26 14:44:38,2024-10-31 14:44:38,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-10-28 14:44:38,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",3,2
603544,Молоко,345.0,2022-01-04 21:59:46,2022-01-09 21:59:46,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-01-07 21:59:46,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",2,3
603550,Молоко,364.0,2021-09-03 11:03:52,2021-09-08 11:03:52,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-09-06 11:03:52,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",2,3
603649,Молоко,167.2,2024-02-27 18:31:40,2024-03-03 18:31:40,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-02-28 18:31:40,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",4,1
604024,Молоко,153.8,2022-09-13 16:47:26,2022-09-18 16:47:26,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-09-17 16:47:26,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
604169,Молоко,340.5,2021-10-22 11:57:56,2021-10-27 11:57:56,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-10-24 11:57:56,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",3,2
604211,Молоко,280.4,2021-01-09 10:43:21,2021-01-14 10:43:21,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-01-12 10:43:21,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
604480,Молоко,361.0,2021-08-12 13:48:54,2021-08-17 13:48:54,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-08-16 13:48:54,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",1,4
604507,Молоко,343.5,2022-01-02 21:34:52,2022-01-07 21:34:52,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-01-04 21:34:52,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",3,2
604551,Молоко,326.8,2024-07-29 14:10:42,2024-08-03 14:10:42,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-07-30 14:10:42,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
604648,Молоко,170.2,2024-06-09 12:14:50,2024-06-14 12:14:50,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-06-13 12:14:50,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
604692,Молоко,352.5,2021-02-09 15:44:49,2021-02-14 15:44:49,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-02-12 15:44:49,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",2,3
604722,Молоко,76.0,2024-01-11 14:11:29,2024-01-16 14:11:29,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-01-12 14:11:29,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",4,1
604868,Молоко,170.4,2024-12-23 17:25:44,2024-12-28 17:25:44,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-12-27 17:25:44,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
604973,Молоко,311.6,2023-02-17 20:33:17,2023-02-22 20:33:17,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-02-17 20:33:17,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
605120,Молоко,153.8,2023-11-10 14:36:52,2023-11-15 14:36:52,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-11-13 14:36:52,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
605156,Молоко,150.6,2023-07-03 17:41:03,2023-07-08 17:41:03,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-07-05 17:41:03,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",3,2
605203,Молоко,201.6,2021-07-13 10:50:09,2021-07-18 10:50:09,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-07-13 10:50:09,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
605318,Молоко,70.9,2022-07-14 20:58:16,2022-07-19 20:58:16,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-07-17 20:58:16,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",2,3
605407,Молоко,195.9,2021-01-28 12:55:48,2021-02-02 12:55:48,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-01-29 12:55:48,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",4,1
605602,Молоко,233.1,2024-11-04 18:37:03,2024-11-09 18:37:03,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-11-08 18:37:03,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",1,4
605641,Молоко,240.3,2023-10-07 14:17:24,2023-10-12 14:17:24,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-10-11 14:17:24,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
605731,Молоко,240.0,2023-05-02 18:39:46,2023-05-07 18:39:46,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-05-02 18:39:46,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",5,0
605748,Молоко,368.5,2023-05-14 20:01:05,2023-05-19 20:01:05,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-05-15 20:01:05,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",4,1
605767,Молоко,256.8,2024-02-09 09:37:38,2024-02-14 09:37:38,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-02-13 09:37:38,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
605852,Молоко,65.9,2021-04-05 20:45:28,2021-04-10 20:45:28,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-04-07 20:45:28,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
605963,Молоко,291.6,2023-04-17 13:52:47,2023-04-22 13:52:47,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-04-19 13:52:47,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",3,2
606002,Молоко,400.0,2023-05-08 19:10:37,2023-05-13 19:10:37,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-05-11 19:10:37,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",2,3
606224,Молоко,334.8,2024-01-19 16:24:05,2024-01-24 16:24:05,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-01-21 16:24:05,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",3,2
606845,Молоко,320.4,2023-03-28 19:35:33,2023-04-02 19:35:33,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-04-01 19:35:33,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",1,4
606890,Молоко,292.8,2023-01-02 21:38:13,2023-01-07 21:38:13,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-01-06 21:38:13,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",1,4
607012,Молоко,139.6,2022-03-05 15:34:33,2022-03-10 15:34:33,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-03-09 15:34:33,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
607146,Молоко,284.8,2021-05-13 09:40:00,2021-05-18 09:40:00,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-05-16 09:40:00,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
607275,Молоко,134.6,2021-09-11 16:26:01,2021-09-16 16:26:01,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-09-11 16:26:01,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",5,0
607291,Молоко,333.0,2021-05-23 18:16:50,2021-05-28 18:16:50,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-05-24 18:16:50,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",4,1
607336,Молоко,379.0,2022-09-07 17:17:56,2022-09-12 17:17:56,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-09-08 17:17:56,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
607425,Молоко,368.0,2021-10-16 10:09:12,2021-10-21 10:09:12,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-10-18 10:09:12,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",3,2
607426,Молоко,75.6,2024-04-22 13:51:58,2024-04-27 13:51:58,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-04-24 13:51:58,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
607660,Молоко,218.7,2023-02-19 14:12:41,2023-02-24 14:12:41,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-02-20 14:12:41,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",4,1
608274,Молоко,205.5,2022-01-21 15:15:47,2022-01-26 15:15:47,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-01-24 15:15:47,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
608660,Молоко,397.5,2024-06-13 10:53:04,2024-06-18 10:53:04,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-06-16 10:53:04,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",2,3
608806,Молоко,340.0,2024-08-05 11:58:56,2024-08-10 11:58:56,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-08-06 11:58:56,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",4,1
608818,Молоко,164.8,2023-09-21 13:58:29,2023-09-26 13:58:29,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-09-23 13:58:29,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",3,2
608858,Молоко,336.0,2024-04-17 10:33:55,2024-04-22 10:33:55,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-04-19 10:33:55,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",3,2
608929,Молоко,146.0,2021-08-29 09:46:23,2021-09-03 09:46:23,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-09-02 09:46:23,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
609212,Молоко,207.9,2022-02-26 11:37:21,2022-03-03 11:37:21,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-03-01 11:37:21,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
609330,Молоко,163.4,2023-08-15 14:56:33,2023-08-20 14:56:33,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-08-16 14:56:33,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",4,1
609356,Молоко,139.4,2022-04-10 15:58:13,2022-04-15 15:58:13,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-04-13 15:58:13,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
609429,Молоко,244.2,2023-12-18 11:46:58,2023-12-23 11:46:58,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-12-21 11:46:58,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",2,3
609449,Молоко,153.6,2023-09-05 12:11:59,2023-09-10 12:11:59,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-09-05 12:11:59,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",5,0
609675,Молоко,220.5,2021-12-07 18:26:37,2021-12-12 18:26:37,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-12-09 18:26:37,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",3,2
609789,Молоко,212.1,2022-07-08 17:05:37,2022-07-13 17:05:37,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-07-12 17:05:37,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",1,4
609791,Молоко,398.0,2023-09-13 12:16:00,2023-09-18 12:16:00,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-09-13 12:16:00,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",5,0
609942,Молоко,140.4,2021-01-15 16:14:36,2021-01-20 16:14:36,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-01-16 16:14:36,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",4,1
610087,Молоко,283.2,2021-03-02 16:59:56,2021-03-07 16:59:56,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-03-04 16:59:56,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",3,2
610328,Молоко,211.2,2022-07-12 21:25:59,2022-07-17 21:25:59,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-07-13 21:25:59,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",4,1
610352,Молоко,228.3,2023-06-03 11:03:13,2023-06-08 11:03:13,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-06-05 11:03:13,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",3,2
610386,Молоко,196.2,2021-02-03 21:06:05,2021-02-08 21:06:05,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-02-03 21:06:05,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
610427,Молоко,155.4,2022-09-05 20:29:02,2022-09-10 20:29:02,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-09-07 20:29:02,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",3,2
610615,Молоко,377.0,2022-02-20 14:45:19,2022-02-25 14:45:19,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-02-20 14:45:19,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",5,0
610626,Молоко,77.8,2023-12-21 13:41:13,2023-12-26 13:41:13,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2023-12-25 13:41:13,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",1,4
610831,Молоко,155.4,2023-09-21 11:12:52,2023-09-26 11:12:52,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2023-09-25 11:12:52,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
610874,Молоко,154.0,2024-03-19 14:15:49,2024-03-24 14:15:49,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-03-22 14:15:49,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
610887,Молоко,369.5,2021-10-26 09:40:50,2021-10-31 09:40:50,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-10-27 09:40:50,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
611292,Молоко,308.8,2024-06-16 17:56:41,2024-06-21 17:56:41,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-06-20 17:56:41,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",1,4
611368,Молоко,381.5,2023-07-28 12:35:15,2023-08-02 12:35:15,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-08-01 12:35:15,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",1,4
611370,Молоко,294.8,2022-11-30 20:12:22,2022-12-05 20:12:22,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-12-04 20:12:22,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",1,4
611604,Молоко,161.8,2023-08-24 16:32:45,2023-08-29 16:32:45,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2023-08-28 16:32:45,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
611888,Молоко,298.0,2022-01-14 11:05:47,2022-01-19 11:05:47,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-01-17 11:05:47,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
612120,Молоко,348.0,2024-12-24 11:33:27,2024-12-29 11:33:27,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-12-26 11:33:27,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",3,2
612552,Молоко,347.0,2022-04-23 18:38:19,2022-04-28 18:38:19,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-04-26 18:38:19,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",2,3
612558,Молоко,170.2,2024-03-28 15:01:05,2024-04-02 15:01:05,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-03-28 15:01:05,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",5,0
612689,Молоко,135.2,2021-09-28 14:36:18,2021-10-03 14:36:18,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-09-30 14:36:18,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",3,2
613025,Молоко,82.5,2023-08-05 17:54:08,2023-08-10 17:54:08,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-08-05 17:54:08,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",5,0
613087,Молоко,141.2,2022-06-13 15:55:16,2022-06-18 15:55:16,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-06-17 15:55:16,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
613343,Молоко,71.3,2021-04-10 20:10:18,2021-04-15 20:10:18,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-04-10 20:10:18,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",5,0
613362,Молоко,312.4,2024-10-15 18:19:10,2024-10-20 18:19:10,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-10-17 18:19:10,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",3,2
613363,Молоко,146.8,2021-11-19 10:13:29,2021-11-24 10:13:29,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-11-21 10:13:29,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",3,2
613458,Молоко,375.0,2022-03-29 15:21:15,2022-04-03 15:21:15,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-03-30 15:21:15,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
613492,Молоко,389.5,2023-04-25 14:01:21,2023-04-30 14:01:21,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-04-27 14:01:21,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",3,2
613810,Молоко,224.1,2021-12-25 16:06:35,2021-12-30 16:06:35,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-12-26 16:06:35,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",4,1
613903,Молоко,387.5,2022-11-21 19:30:15,2022-11-26 19:30:15,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-11-22 19:30:15,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
613909,Молоко,173.8,2024-08-12 18:51:14,2024-08-17 18:51:14,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-08-15 18:51:14,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",2,3
614218,Молоко,71.4,2022-11-24 18:51:15,2022-11-29 18:51:15,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-11-28 18:51:15,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",1,4
614465,Молоко,301.6,2024-03-03 17:21:50,2024-03-08 17:21:50,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-03-07 17:21:50,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",1,4
614490,Молоко,71.0,2021-03-15 10:40:00,2021-03-20 10:40:00,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-03-18 10:40:00,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",2,3
615885,Молоко,153.2,2022-08-22 14:19:56,2022-08-27 14:19:56,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-08-25 14:19:56,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",2,3
616442,Молоко,139.8,2022-07-18 19:22:13,2022-07-23 19:22:13,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-07-21 19:22:13,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
616525,Молоко,153.2,2024-03-06 15:57:33,2024-03-11 15:57:33,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-03-10 15:57:33,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
616742,Молоко,76.1,2023-05-21 17:03:21,2023-05-26 17:03:21,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-05-25 17:03:21,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",1,4
616772,Молоко,287.6,2023-02-18 17:16:12,2023-02-23 17:16:12,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-02-22 17:16:12,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",1,4
616778,Молоко,311.6,2022-12-31 20:14:09,2023-01-05 20:14:09,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-01-03 20:14:09,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
617006,Молоко,423.0,2024-08-18 10:28:14,2024-08-23 10:28:14,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-08-20 10:28:14,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",3,2
617259,Молоко,256.8,2024-02-23 14:58:50,2024-02-28 14:58:50,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-02-27 14:58:50,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
617312,Молоко,366.5,2021-11-02 19:39:01,2021-11-07 19:39:01,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-11-03 19:39:01,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
617470,Молоко,81.6,2023-08-03 15:57:46,2023-08-08 15:57:46,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-08-07 15:57:46,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",1,4
617496,Молоко,362.5,2022-09-18 10:51:26,2022-09-23 10:51:26,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-09-22 10:51:26,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",1,4
617699,Молоко,308.0,2023-11-05 18:03:01,2023-11-10 18:03:01,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-11-09 18:03:01,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",1,4
617717,Молоко,328.0,2021-02-22 17:31:07,2021-02-27 17:31:07,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-02-25 17:31:07,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",2,3
617784,Молоко,309.2,2023-01-02 16:13:11,2023-01-07 16:13:11,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-01-04 16:13:11,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",3,2
617820,Молоко,79.0,2024-08-01 15:01:16,2024-08-06 15:01:16,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-08-03 15:01:16,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
617872,Молоко,304.0,2022-05-07 13:08:47,2022-05-12 13:08:47,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-05-07 13:08:47,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
617974,Молоко,220.8,2021-10-31 10:22:24,2021-11-05 10:22:24,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-11-04 10:22:24,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
618202,Молоко,321.2,2023-04-01 19:18:43,2023-04-06 19:18:43,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-04-03 19:18:43,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",3,2
618309,Молоко,398.0,2023-05-01 14:46:43,2023-05-06 14:46:43,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-05-04 14:46:43,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",2,3
618382,Молоко,204.3,2021-09-16 13:43:46,2021-09-21 13:43:46,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-09-18 13:43:46,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",3,2
618556,Молоко,78.9,2023-01-24 09:00:41,2023-01-29 09:00:41,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-01-28 09:00:41,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",1,4
618559,Молоко,249.3,2024-07-05 19:03:34,2024-07-10 19:03:34,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-07-09 19:03:34,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
618577,Молоко,133.8,2021-07-05 09:42:45,2021-07-10 09:42:45,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-07-08 09:42:45,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
